cof,ASA_m^2/g,Density,LS,B,O,C,H,Si,N,S,Ni,Zn,Cu,Co,F,P,Cl,V,Br
13160N2,4012.26,0.357515,20.10144,0.0,0.0,0.5714285714285714,0.3428571428571428,0.0,0.0761904761904762,0.0,0.0,0.0,0.0095238095238095,0.0,0.0,0.0,0.0,0.0,0.0
15030N2,1910.89,0.581115,18.68522,0.0357142857142857,0.0357142857142857,0.5357142857142857,0.3571428571428571,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17100N2,1711.51,0.523006,29.31547,0.0,0.0952380952380952,0.5714285714285714,0.238095238095238,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16380N2,2490.58,0.311083,40.84931,0.0,0.0,0.5384615384615384,0.3461538461538461,0.0,0.1153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19430N2,1879.55,0.629044,17.18126,0.0,0.0,0.6086956521739131,0.3478260869565217,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14071N2,2283.26,0.471385,22.92074,0.0,0.0,0.5818181818181818,0.3454545454545454,0.0,0.0727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18040N3,1948.62,0.766111,7.06143,0.0,0.0412371134020618,0.5463917525773195,0.3711340206185567,0.0,0.0412371134020618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21012N2,2742.58,0.320409,30.63543,0.0,0.0851063829787234,0.5319148936170213,0.3404255319148936,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17240N3,2368.71,0.428917,25.60327,0.0,0.0,0.56,0.4,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15180N2,1603.65,0.562421,27.37273,0.0268456375838926,0.1073825503355704,0.5637583892617449,0.2147651006711409,0.0,0.0805369127516778,0.0,0.0,0.0,0.0067114093959731,0.0,0.0,0.0,0.0,0.0,0.0
20600N2,1817.5,0.550916,24.65927,0.0,0.0895522388059701,0.582089552238806,0.2686567164179104,0.0,0.0597014925373134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13161N2,4041.19,0.398037,19.0418,0.0,0.0,0.5714285714285714,0.2666666666666666,0.0,0.0761904761904762,0.0,0.0,0.0,0.0095238095238095,0.0,0.0761904761904762,0.0,0.0,0.0,0.0
20470N2,2148.57,0.543008,24.5783,0.0,0.1081081081081081,0.5675675675675675,0.3243243243243243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19330N2,1912.8,0.524054,33.52491,0.0,0.0,0.6,0.3555555555555555,0.0,0.0444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19401N3,7703.98,0.30788,11.5101,0.0,0.0,0.5471698113207547,0.3773584905660377,0.0,0.0754716981132075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16331N2,2337.48,0.393362,30.60553,0.0,0.0,0.55,0.35,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20580N3,2022.5,0.591588,16.24084,0.0,0.0202020202020202,0.5050505050505051,0.4141414141414141,0.0,0.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12061N2,1390.14,0.775717,16.97751,0.0493827160493827,0.0987654320987654,0.5432098765432098,0.1975308641975308,0.0,0.0987654320987654,0.0,0.0,0.0,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0.0
19220N2,2782.56,0.300469,37.58462,0.0,0.0,0.6,0.36,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17131N2,1598.5,0.581978,28.02716,0.0,0.0,0.5666666666666667,0.3666666666666666,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20510N2,2555.56,0.424741,31.98916,0.0,0.0,0.6,0.3555555555555555,0.0,0.0444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16510N2,1700.95,0.747046,9.87643,0.0,0.0,0.5714285714285714,0.3333333333333333,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20544N2,1206.74,0.839587,12.6199,0.0,0.0377358490566037,0.5094339622641509,0.3773584905660377,0.0,0.0566037735849056,0.0,0.0,0.0,0.0,0.0,0.0,0.0188679245283018,0.0,0.0,0.0
20203N2,2036.07,0.500587,33.14216,0.0,0.0,0.6078431372549019,0.3529411764705882,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19212N2,2455.06,0.412655,26.09972,0.0,0.0,0.5185185185185185,0.4074074074074074,0.0,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16230N2,1482.95,0.792045,12.37,0.0,0.0526315789473684,0.5263157894736842,0.3157894736842105,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
